publication_date,Post_Text,Impressions,Engagements,Reactions,Shares
1/16/2021,"ðŸ“¢ ICYMI, we recently released the Mortgage Analytics and Performance Dashboard (MAPD), which provides maps and graphs of mortgage forbearance and delinquency rates across the country. 

Among other uses, the tool will help inform nonprofits and policymakers at all levels about where mortgage forbearance is being used by households in response to the COVID-19 pandemic. Check it out today: https://bit.ly/38IL43Y",694,24,7,2
1/15/2021,"When the coronavirus pandemic began in the United States, caseloads and currency in circulation both surged. Did consumer choice play a role in the increase in currency in circulation? This Policy Hub article uses survey data to explore consumer behavior around cash holdings and payments. https://bit.ly/35D3i4Q",621,15,6,0
1/15/2021,A penny for your thoughts. The cost of producing and distributing a 1Â¢ coin in 2019 was almost 2Â¢. Read Take On Payments to learn more about this and the U.S. Mint. https://bit.ly/3i1mLRT,687,13,10,0
1/14/2021,"At the end of the fourth quarter of 2020, a majority of commercial real estate (CRE) property sectors in the most populous U.S. metro markets were experiencing downward momentum. This Economy Matters article takes a look at data from the Atlanta Fedâ€™s CRE Momentum Index to determine what factors contributed to this trend and explore what it all means as we move into the new year. https://bit.ly/2Kg6o7A",801,30,10,1
1/14/2021,"Firmsâ€™ inflation expectations for the coming year rose last month to 2.2 percent, and firmsâ€™ sales levels and profit margins compared to ""normal times"" decreased over the month but remained near average levels, according to the Atlanta Fedâ€™s latest Business Inflation Expectations survey. https://bit.ly/2w6RV6j",501,8,6,0
1/13/2021,"The authors of this working paper show that poor health accounts for nearly one-third of the variation in lifetime earnings at age 65, primarily because it increases eligibility for social security disability benefits. Despite this, they find that these benefits are valuable and should be even more generous. https://bit.ly/2L49pZ8",609,9,4,0
1/13/2021,The Atlanta Fed and its branches have announced appointments and reappointments to their boards of directors. https://bit.ly/39tgoCP,772,39,6,1
1/12/2021,Small businesses of color (SBOC) continue to wrestle with harsh realities that make it challenging for them to keep their doors open. Donâ€™t miss this new report from us and the Federal Reserve Bank of Kansas City about supporting SBOCs through these uncertain times. https://bit.ly/2JZfqFW,584,10,6,0
1/12/2021,Tune in to the livestream of Racism and the Economy: Focus on Education today 11 a.m.â€“1 p.m. ET. Participate in the discussion and ask questions using #RacismandtheEconomy. Watch: https://bit.ly/3mnalnY,945,45,15,2
1/11/2021,"On January 7, we updated our Unemployment Claims Monitor to reflect U.S. Department of Labor data for the week ending January 2. The Unemployment Claims Monitor offers real-time data on all 50 states with demographics and industry details. https://bit.ly/2KNUsGz",988,28,16,1
1/10/2021,"Join the Atlanta Fed on Thursday, January 14, for a webinar on the economic shocks caused by COVID-19 and the pandemicâ€™s significant impact on small businesses across the country. 

Our Community and Economic Development team will host the event. Experts will discuss the state of small business amid the pandemic and its impact on the future economy. Atlanta Fed president Raphael Bostic will moderate the discussion. https://bit.ly/3rwOkHd 

#EveryonesEconomy #InclusiveRecovery",762,22,12,0
1/6/2021,What do you use to pay someone when youâ€™re going in on a colleague's wedding gift? Read Take On Payments for a look at two sides of the person-to-person payments story. https://bit.ly/2X9ddKT,564,13,8,1
1/6/2021,"ðŸ—“ï¸ Event reminder: Join us and Chattanooga Area Chamber of Commerce to see Dave Altig, our director of research, speak about economic trends for the year ahead. https://bit.ly/3hK2jVi",801,42,17,4
1/4/2021,"Focusing on the role structural racism plays in our economy and society, the Federal Reserve Bank of Atlanta, Federal Reserve Bank of Boston, and Federal Reserve Bank of Minneapolis launched the #RacismandtheEconomy series. Partners Update reflects on emerging lessons from the series and what it means to use data and expertise to inform policymakers. https://bit.ly/2Xc48Bf #EveryonesEconomy",1452,79,24,7
1/3/2021,"Donâ€™t miss our Modernizing the Community Reinvestment Act (CRA) webinar on Friday, January 8. Learn about proposed changes and how you can help shape the future of the CRA. Register today. https://bit.ly/3mMutQo",911,34,12,3
12/31/2020,Millions of lower-wage American workers have lost their jobs because of the COVID-19 pandemic. Helping these displaced workers find new job opportunities is critical to the nationâ€™s economic recovery. Workforce Currents takes a look at how opportunity occupationsâ€”jobs that typically require less than a bachelorâ€™s degree while paying more than the national median wage adjusted for local cost of livingâ€”can help. https://bit.ly/38CDyGI,857,26,17,1
12/29/2020,"When doubts about the probability model of uncertainty exist, challenges to the design of optimal policy emerge. This Policy Hub article examines the policymakerâ€™s management of the public's pessimistic expectations and the implications of this idea. https://bit.ly/2LZokDY",647,21,6,1
12/28/2020,"A series on the role of #CDFIs in the #PaycheckProtectionProgram continues with a story about cheesesteak and persistence in Kansas City. Over the course of five months, @AltCap quadrupled the number of loans it makes in a typical year. Of the total PPP loans processed, more than half went to minority-owned businesses.

Those businesses included Steakâ€™M Takeâ€™M, a small, local chain of cheesesteak restaurants. After overcoming a gas explosion the year prior at one of their locations, owners of this small business faced another barrier when the pandemic caused their business to plummet. Their initial attempt to access #PPP failed when a bank let their application languish.

Steakâ€™M Takeâ€™Mâ€™s owners turned to AltCap for help accessing vital funding right when they needed it most. Their restaurants made it through the darkest of the early days of the pandemic, but their need for financing is likely far from over.

Read more at https://lnkd.in/dzPTiW3

#smallbusiness",880,16,10,0
12/27/2020,"Help shape the future of the Community Reinvestment Act (CRA). Join the Atlanta Fed on Friday, January 8, for our webinar on modernizing the CRA and the Federal Reserveâ€™s Advance Notice of Proposed Rulemaking (ANPR) on CRA regulations. 

Senior officials from our Supervision, Regulation, and Credit and Community and Economic Development teams will provide an overview of the ANPR, explain how to submit public comments before the February 16 deadline, and answer clarifying questions. Register today: https://bit.ly/3mMutQo",849,30,10,3
12/26/2020,"How do increased unemployment benefits (through the CARES Act) interact with COVID infection risk and lockdown policy, and how much do they increase unemployment and reduce infection? This Policy Hub article gives an overview of recent Bank research that addresses these questions. https://bit.ly/2KrMMNP",806,19,11,0
12/24/2020,"During the period 2005 to 2020, Black borrowers paid higher interest rates on their mortgages than non-Hispanic white borrowers did. The authors find that policies that reduce barriers to refinancing for minority borrowers can decrease this racial mortgage pricing inequality. https://bit.ly/38u7g0i",964,34,13,6
